ID;Gender;Own_car;Own_property;Work_phone;Phone;Email;Unemployed;Num_children;Num_family;Account_length;Total_income;Age;Years_employed;Income_type;Education_type;Family_status;Housing_type;Occupation_type;Target
5028631;1;0;0;0;0;0;0;0;2;27;135000.0;29.999.247.075.573.000;4.473.740.049.419.220;Working;Incomplete higher;Civil marriage;House / apartment;Low-skill Laborers;1
5028634;1;1;1;0;0;0;0;0;2;39;270000.0;2.872.612.031.732.340;7.726.373.573.721.560;Working;Secondary / secondary special;Married;House / apartment;Drivers;1
5028637;0;0;1;0;1;1;0;0;2;29;450000.0;4.632.538.655.824.550;25.136.724.231.161.400;Commercial associate;Secondary / secondary special;Married;House / apartment;Managers;0
5028642;0;0;1;0;0;0;0;0;2;37;405000.0;3.273.715.408.256.150;5.974.113.089.248.920;Commercial associate;Higher education;Married;House / apartment;Managers;0
5028650;0;0;1;0;0;0;0;0;2;50;157500.0;4.809.681.239.176.710;10.724.381.746.373.900;Working;Secondary / secondary special;Married;House / apartment;Other;0
5028669;1;1;1;0;0;0;1;0;2;6;180000.0;6.452.699.234.070.510;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5028673;0;1;1;0;1;0;1;0;2;6;427500.0;56.069.597.596.117.600;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5028674;1;0;1;0;0;0;0;0;2;39;225000.0;4.111.514.952.394.640;15.307.638.076.072.700;Commercial associate;Secondary / secondary special;Married;House / apartment;Other;0
5028682;0;0;1;0;1;0;1;0;2;28;225000.0;5.960.971.135.615.370;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5028683;1;0;1;0;0;1;0;0;2;25;157500.0;2.623.462.494.096.380;8.221.934.741.986.480;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5028691;0;1;1;0;0;1;0;0;2;11;360000.0;2.977.200.079.399.300;13.881.188.525.431.700;Commercial associate;Higher education;Married;House / apartment;Core staff;1
5028693;0;1;1;0;0;0;0;1;2;39;180000.0;50.237.855.671.232.100;19.726.619.985.352.100;Commercial associate;Higher education;Separated;House / apartment;Core staff;0
5028697;1;1;0;0;1;0;0;1;3;24;270000.0;29.615.940.094.594.600;0.555795122418667;Working;Higher education;Married;Rented apartment;Laborers;0
5028701;0;0;1;0;0;0;0;0;1;15;112500.0;3.744.087.832.056.780;11.362.314.079.002.300;Working;Secondary / secondary special;Single / not married;Rented apartment;Cooking staff;1
5028702;0;0;1;0;0;0;0;0;1;47;247500.0;5.463.493.432.445.560;16.975.023.443.328.700;State servant;Higher education;Widow;House / apartment;Other;1
5028712;0;0;1;0;0;1;0;0;2;41;135000.0;3.635.119.133.178.640;4.388.864.932.202.570;Working;Secondary / secondary special;Married;House / apartment;Other;0
5028715;0;0;1;0;0;1;0;0;2;18;139500.0;2.590.333.819.311.820;12.211.065.251.168.700;Working;Higher education;Married;With parents;Other;0
5028720;1;1;1;0;0;1;0;0;2;47;225000.0;4.106.860.510.482.760;3.058.242.126.806.160;Commercial associate;Higher education;Married;House / apartment;Managers;0
5028723;1;0;1;0;0;0;0;0;2;39;360000.0;3.417.729.316.823.750;11.058.406.401.226.500;Commercial associate;Secondary / secondary special;Married;House / apartment;Managers;0
5028740;1;0;1;0;0;0;0;1;2;9;63000.0;39.554.542.529.962.900;2.058.906.069.255.350;Working;Secondary / secondary special;Single / not married;House / apartment;Other;1
5028742;1;1;1;0;0;0;0;0;2;4;225000.0;23.203.761.884.227.600;12.211.065.251.168.700;Working;Secondary / secondary special;Civil marriage;House / apartment;Laborers;0
5028744;1;1;1;0;0;1;0;0;1;5;157500.0;24.140.126.080.617.600;2.973.367.009.589.510;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5028745;0;1;0;0;0;0;0;1;3;11;337500.0;28.863.015.667.672.800;7.137.723.567.219.030;Working;Higher education;Married;House / apartment;Other;0
5028759;0;0;1;0;0;1;0;0;2;11;67500.0;42.185.671.163.678.900;4.725.627.494.062.160;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5028764;1;0;1;0;1;0;0;2;4;59;450000.0;6.182.741.603.181.440;3.808.428.646.721.010;Commercial associate;Higher education;Married;House / apartment;Other;0
5028769;0;0;1;0;0;0;1;0;2;21;135000.0;55.031.930.840.469;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5028770;0;0;0;0;1;0;0;0;2;10;135000.0;3.263.311.361.629.600;4.892.639.821.488.460;Working;Higher education;Married;House / apartment;Accountants;1
5028777;0;0;1;0;0;0;0;0;2;9;108000.0;22.207.163.733.683.700;3.726.291.436.511.350;Working;Secondary / secondary special;Married;House / apartment;High skill tech staff;0
5028779;0;0;1;0;0;0;0;0;2;37;135000.0;4.335.749.536.267.000;8.306.809.859.203.130;Working;Secondary / secondary special;Married;House / apartment;Other;0
5028787;0;0;1;0;0;0;0;0;2;3;270000.0;62.016.331.615.296.600;9.892.058.016.249.470;Commercial associate;Secondary / secondary special;Married;House / apartment;Other;0
5028791;0;0;1;0;0;0;0;2;4;1;112500.0;3.439.632.572.879.660;28.063.546.821.632.200;Commercial associate;Secondary / secondary special;Married;House / apartment;Cooking staff;0
5028801;1;1;1;0;0;0;0;0;2;2;225000.0;5.366.571.524.398.170;15.474.650.403.499.000;Working;Higher education;Married;House / apartment;Managers;0
5028802;0;0;0;0;0;0;0;2;4;3;112500.0;4.316.584.187.218.080;2.973.367.009.589.510;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5028804;0;0;1;0;0;0;1;0;2;51;85500.0;6.146.053.649.287.800;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5028806;0;1;1;0;0;0;0;1;3;32;135000.0;3.304.927.548.135.820;1.974.030.952.038.710;Working;Higher education;Married;House / apartment;Other;0
5028817;0;0;1;0;0;0;0;0;2;55;450000.0;47.984.558.204.480.500;913.639.568.232.065;Working;Higher education;Civil marriage;House / apartment;High skill tech staff;0
5028821;1;1;0;0;1;1;0;0;2;4;135000.0;4.769.981.587.575.370;5.555.213.317.179.680;Commercial associate;Higher education;Married;House / apartment;Laborers;0
5028823;0;0;1;0;0;0;0;0;2;15;180000.0;5.063.211.428.023.840;10.595.700.117.045.500;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;0
5028827;1;0;1;0;0;0;0;0;2;58;171000.0;5.294.564.570.114.370;464.075.237.684.552;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5028832;1;0;1;0;0;0;0;0;2;29;202500.0;40.915.282.312.436.200;5.640.088.434.396.320;Working;Higher education;Married;House / apartment;Managers;0
5028838;0;0;1;1;1;0;0;0;2;58;180000.0;4.369.973.373.854.350;17.807.347.173.453.200;Commercial associate;Secondary / secondary special;Married;House / apartment;Core staff;0
5028842;1;1;1;0;0;0;0;1;3;5;135000.0;33.375.086.415.189.900;18.918.937.418.290.500;Commercial associate;Secondary / secondary special;Married;House / apartment;Laborers;1
5028846;0;1;1;0;0;0;0;1;3;29;135000.0;3.588.848.504.760.530;35.565.412.020.780.700;Working;Secondary / secondary special;Married;House / apartment;Other;0
5028848;1;1;1;0;0;0;0;1;3;57;157500.0;3.796.655.646.590.960;847.382.218.662.943;Working;Secondary / secondary special;Married;House / apartment;Laborers;1
5028861;1;0;1;0;0;0;0;0;2;12;270000.0;33.522.933.393.567.200;8.060.398.228.574.160;Working;Secondary / secondary special;Civil marriage;House / apartment;Managers;0
5028863;1;0;1;0;0;0;0;1;3;43;202500.0;4.593.386.585.624.610;8.974.859.168.908.320;Working;Secondary / secondary special;Married;House / apartment;Other;0
5028866;0;0;1;0;0;0;0;3;5;25;135000.0;4.129.585.138.640.760;4.555.877.259.628.870;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5028872;0;1;1;0;0;0;0;0;2;16;234000.0;51.458.962.196.349;680.643.681.937.343;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5028874;1;0;0;0;0;1;0;3;5;0;126000.0;3.305.201.338.836.520;3.893.303.763.937.650;Working;Secondary / secondary special;Civil marriage;With parents;Other;0
5028883;0;1;1;0;0;0;1;2;3;36;112500.0;59.680.896.938.335.400;0.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;Other;0
5028885;1;0;0;0;0;0;0;0;1;29;121500.0;27.822.611.005.017.200;3.893.303.763.937.650;Working;Secondary / secondary special;Single / not married;House / apartment;Drivers;0
5028886;0;0;0;0;0;0;1;0;1;18;270000.0;5.985.338.507.977.570;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5028889;1;1;1;1;0;0;0;0;1;54;270000.0;5.246.924.988.192.770;10.472.494.301.731.000;Working;Lower secondary;Separated;House / apartment;Laborers;0
5028902;0;0;0;0;0;0;0;0;2;34;67500.0;272.777.675.106.265;513.631.354.511.044;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5028911;1;0;1;0;0;0;0;0;2;12;126000.0;5.317.836.779.673.770;2.891.229.799.379.860;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5028912;0;1;1;0;0;0;0;0;2;59;112500.0;4.709.747.633.421.630;4.892.639.821.488.460;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5028932;0;0;1;0;0;0;0;0;1;44;225000.0;4.774.362.238.786.550;0.38878279499236806;Working;Secondary / secondary special;Widow;House / apartment;Sales staff;0
5028944;0;1;1;0;0;1;0;0;2;4;90000.0;25.818.463.075.901.600;1.974.030.952.038.710;Working;Secondary / secondary special;Married;House / apartment;Other;0
5028945;1;0;1;0;0;0;0;0;2;8;189000.0;4.137.251.278.260.330;16.060.562.502.994.500;Commercial associate;Secondary / secondary special;Married;House / apartment;Other;0
5028946;0;0;1;0;0;0;0;0;2;28;90000.0;476.943.400.617.398;0.6406702396353108;State servant;Secondary / secondary special;Married;House / apartment;Other;0
5028948;0;0;1;0;0;0;1;0;2;15;103500.0;5.709.357.481.673.130;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5028951;1;0;1;0;0;0;0;0;1;8;103500.0;54.295.433.855.589.000;2.135.567.465.451.030;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5028953;0;0;1;0;0;0;1;0;2;45;135000.0;61.008.781.836.724.900;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5028963;0;1;1;0;0;0;1;0;1;17;135000.0;5.980.684.066.065.690;0.0;Pensioner;Higher education;Separated;House / apartment;Other;0
5028974;0;1;1;0;1;0;0;3;5;34;180000.0;3.111.083.732.041.040;1.974.030.952.038.710;Commercial associate;Secondary / secondary special;Married;House / apartment;High skill tech staff;0
5028983;0;0;1;1;1;1;0;0;1;50;193500.0;5.219.272.127.422.190;6.058.988.206.465.560;Working;Secondary / secondary special;Separated;House / apartment;Laborers;0
5028988;0;0;1;0;1;0;0;2;4;4;112500.0;27.855.465.889.101.000;24.723.300.273.106.200;Commercial associate;Secondary / secondary special;Married;House / apartment;Other;0
5028989;0;0;0;0;0;0;0;2;3;31;81000.0;42.089.844.418.434.300;6.387.537.047.304.180;Working;Lower secondary;Single / not married;House / apartment;Sales staff;0
5028992;0;0;1;0;0;0;1;0;1;6;103500.0;6.489.387.187.964.160;0.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;Other;0
5028995;1;1;1;0;0;0;0;0;2;5;270000.0;3.357.221.571.969.300;0.9746948944879087;Working;Higher education;Married;House / apartment;Other;0
5029005;1;1;0;0;0;0;0;1;3;5;252000.0;466.703.628.411.261;1.463.958.876.636.750;Working;Secondary / secondary special;Married;House / apartment;Drivers;1
5029008;0;0;1;0;0;0;0;0;2;9;112500.0;3.796.929.437.291.660;11.362.314.079.002.300;Working;Secondary / secondary special;Married;House / apartment;Laborers;1
5029019;0;0;1;1;1;0;0;0;1;10;81000.0;5.084.567.102.678.350;10.595.700.117.045.500;Working;Secondary / secondary special;Separated;House / apartment;Cooking staff;0
5029024;0;0;1;0;1;0;0;0;2;17;292500.0;4.623.777.353.402.190;9.640.170.571.606.530;Working;Secondary / secondary special;Married;House / apartment;Medicine staff;0
5029026;0;0;1;0;1;0;0;1;3;26;135000.0;4.261.552.256.377.610;23.975.851.660.198.300;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5029031;0;0;1;0;1;0;0;2;4;26;67500.0;3.333.675.571.709.200;14.554.713.649.150.900;Working;Secondary / secondary special;Married;House / apartment;High skill tech staff;1
5029032;1;0;1;0;0;0;0;0;1;6;157500.0;24.041.561.428.366.000;1.640.006.297.186.110;Working;Secondary / secondary special;Single / not married;With parents;High skill tech staff;0
5029035;0;0;1;0;0;0;0;0;1;14;157500.0;53.419.303.613.352.700;2.387.454.910.093.970;Working;Secondary / secondary special;Single / not married;House / apartment;Other;1
5029038;0;0;1;0;0;0;1;0;2;39;90000.0;6.358.789.023.730.800;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5029051;1;1;1;0;0;0;0;2;4;42;675000.0;3.668.247.807.963.200;8.221.934.741.986.480;Commercial associate;Higher education;Married;House / apartment;Core staff;1
5029063;0;0;1;0;0;1;0;1;3;23;67500.0;26.612.456.107.928.200;13.881.188.525.431.700;Working;Secondary / secondary special;Married;House / apartment;Other;0
5029066;0;0;1;0;0;0;1;0;2;8;112500.0;5.850.085.901.832.340;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5029071;0;0;1;0;0;0;0;0;2;21;202500.0;54.930.628.281.210.400;5.221.188.662.327.080;State servant;Secondary / secondary special;Married;House / apartment;Laborers;0
5029075;0;0;1;0;0;0;0;0;2;29;135000.0;54.547.321.300.232.000;26.393.423.547.369.200;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5029076;0;0;1;0;0;0;0;1;2;13;135000.0;27.797.969.841.954.300;1.640.006.297.186.110;Working;Incomplete higher;Separated;House / apartment;Sales staff;0
5029082;0;0;1;0;1;0;1;0;1;41;135000.0;6.028.049.857.286.590;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5029083;1;1;1;0;0;1;0;0;2;23;202500.0;4.694.962.935.583.890;23.053.176.998.843.200;Working;Higher education;Married;House / apartment;Security staff;1
5029085;0;0;1;0;0;1;0;0;2;25;153000.0;25.635.023.306.433.300;2.891.229.799.379.860;Commercial associate;Incomplete higher;Married;House / apartment;Other;1
5029091;0;0;1;0;0;0;1;0;2;10;135000.0;6.173.432.719.357.680;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5029096;1;1;1;0;0;1;0;2;4;43;135000.0;31.661.156.628.815.100;8.060.398.228.574.160;Working;Higher education;Married;House / apartment;Managers;0
5029105;1;1;0;0;0;1;0;1;3;60;315000.0;36.222.509.702.457.900;9.974.195.226.459.130;State servant;Secondary / secondary special;Married;House / apartment;High skill tech staff;0
5029110;0;0;1;0;0;0;1;0;2;7;99000.0;58.290.040.178.785.300;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5029111;0;1;1;0;0;0;0;2;4;44;225000.0;40.332.108.119.947.700;1.264.091.665.126.590;State servant;Higher education;Married;House / apartment;Medicine staff;0
5029120;0;0;1;0;0;0;0;0;2;40;123750.0;45.684.716.318.610.200;1.640.006.297.186.110;Working;Secondary / secondary special;Married;House / apartment;Cleaning staff;0
5029131;0;0;1;0;0;0;0;1;2;3;337500.0;28.553.632.175.883.100;464.075.237.684.552;State servant;Higher education;Separated;House / apartment;Core staff;0
5029136;0;0;1;0;0;1;0;0;2;6;180000.0;3.824.856.088.762.940;6.058.988.206.465.560;Commercial associate;Secondary / secondary special;Married;House / apartment;Managers;0
5029137;0;1;1;1;0;0;0;0;2;6;360000.0;3.441.549.107.784.550;847.382.218.662.943;Commercial associate;Secondary / secondary special;Married;House / apartment;Managers;0
5029141;0;0;1;0;0;0;0;0;1;17;162000.0;5.509.764.060.863.670;660.383.170.085.628;Working;Secondary / secondary special;Single / not married;House / apartment;Cooking staff;1
5029142;0;0;1;0;0;0;0;0;1;59;207000.0;5.517.156.409.782.540;14.374.011.786.689.600;Working;Secondary / secondary special;Widow;House / apartment;Accountants;0
5029144;0;0;0;0;1;0;1;0;2;34;157500.0;6.283.496.581.038.620;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5029149;1;1;0;0;1;0;0;0;2;56;225000.0;40.614.112.541.667.500;10.439.639.417.647.100;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5029151;0;0;0;1;1;0;0;0;2;39;90000.0;4.880.319.239.957.010;2.302.579.792.877.330;Working;Secondary / secondary special;Married;House / apartment;Laborers;1
5029152;0;0;1;0;0;0;0;1;3;3;67500.0;4.913.721.705.442.270;0.522940238334805;State servant;Secondary / secondary special;Civil marriage;House / apartment;Other;0
5029154;1;1;1;0;0;0;1;0;2;17;157500.0;634.646.844.219.936;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5029157;1;0;0;1;0;0;0;0;2;18;202500.0;34.349.781.309.677.800;9.607.315.687.522.670;Working;Higher education;Married;House / apartment;Core staff;0
5029158;0;1;0;0;0;0;0;0;2;60;247500.0;40.759.221.613.037.900;5.941.258.205.165.060;Commercial associate;Higher education;Married;House / apartment;High skill tech staff;0
5029161;0;0;0;1;1;0;0;0;2;26;157500.0;50.919.594.515.972.200;11.104.950.820.345.300;Commercial associate;Higher education;Civil marriage;House / apartment;Laborers;0
5029162;0;0;0;1;0;0;0;0;2;50;180000.0;34.117.059.214.083.700;4.941.922.147.614.250;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;0
5029163;0;0;1;0;0;0;0;3;5;3;157500.0;31.970.540.120.604.800;9.188.415.915.453.430;Working;Secondary / secondary special;Civil marriage;House / apartment;Laborers;0
5029165;0;0;1;1;0;0;0;3;5;58;292500.0;32.958.924.550.127.600;10.773.664.072.499.700;Working;Incomplete higher;Married;House / apartment;Other;1
5029166;0;1;1;0;0;0;0;0;2;45;360000.0;55.886.157.826.649.400;14.858.621.326.926.600;Commercial associate;Secondary / secondary special;Married;House / apartment;Managers;0
5029168;0;0;1;0;0;0;1;0;2;57;117000.0;5.686.085.272.113.730;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5029169;0;0;0;0;1;0;0;1;3;52;202500.0;5.389.296.152.556.170;32.942.497.108.085.700;Working;Secondary / secondary special;Married;House / apartment;Medicine staff;0
5029171;0;1;1;0;1;0;0;0;2;11;225000.0;3.604.728.365.401.060;8.189.079.857.902.620;Commercial associate;Secondary / secondary special;Married;House / apartment;Managers;0
5029172;0;0;1;0;0;0;1;0;2;8;112500.0;5.796.970.505.896.760;0.0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;Other;0
5029173;0;0;1;0;0;0;0;0;2;56;315000.0;5.196.821.289.964.880;8.104.204.740.685.980;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;0
5029175;1;0;0;0;0;0;0;0;1;17;202500.0;4.830.215.541.729.120;9.103.540.798.236.780;Working;Secondary / secondary special;Single / not married;Municipal apartment;Laborers;0
5029176;1;1;1;0;0;0;0;0;2;51;130500.0;5.380.808.640.834.510;31.025.962.203.193.700;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5029177;1;1;0;0;0;0;0;0;2;25;202500.0;4.169.284.790.242.090;12.189.161.995.112.800;Working;Secondary / secondary special;Married;House / apartment;Other;0
5029178;0;0;1;0;0;0;1;0;2;16;193500.0;5.631.053.341.273.260;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5029180;1;1;1;0;0;0;0;0;2;32;157500.0;46.845.588.889.573.300;23.546.000.260.101.100;Commercial associate;Secondary / secondary special;Married;House / apartment;Security staff;1
5029181;1;1;1;0;1;0;0;0;2;37;157500.0;4.797.086.866.944.560;1.267.650.944.235.670;Commercial associate;Secondary / secondary special;Married;House / apartment;Drivers;0
5029182;1;1;1;0;0;0;0;0;2;36;202500.0;27.075.162.392.109.300;62.670.691.389.966.900;Working;Secondary / secondary special;Married;House / apartment;Managers;0
5029183;0;0;1;0;1;1;0;2;4;40;135000.0;3.654.010.691.526.860;1.601.675.599.088.270;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Laborers;0
5029184;0;0;1;0;0;0;0;1;3;19;108000.0;4.373.258.862.262.740;126.025.859.531.681;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5029186;0;0;1;0;1;0;1;0;2;57;135000.0;51.812.152.200.250.500;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5029187;0;0;0;0;0;0;1;0;2;11;157500.0;6.158.648.021.519.940;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;1
5029188;1;1;1;0;1;0;0;0;2;39;193500.0;4.826.108.681.218.640;13.185.760.145.656.600;State servant;Higher education;Married;House / apartment;High skill tech staff;0
5029189;0;1;1;1;0;0;0;0;2;42;252000.0;35.726.948.534.193.000;1.751.986.693.771.940;State servant;Secondary / secondary special;Married;House / apartment;Medicine staff;0
5029190;0;0;0;1;1;0;0;0;2;1;112500.0;3.625.262.667.953.480;6.023.395.415.374.710;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;0
5029191;0;0;1;0;0;0;0;0;2;19;202500.0;3.279.738.803.671.530;8.101.466.833.678.990;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5029193;0;0;1;0;0;0;0;1;3;24;135000.0;425.251.716.325.455;2.260.416.024.969.710;Commercial associate;Secondary / secondary special;Married;House / apartment;Core staff;0
5029194;1;1;1;0;0;0;0;0;2;13;225000.0;52.822.439.885.829.200;8.186.341.950.895.630;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5029195;0;0;1;0;0;0;0;0;2;18;94500.0;49.640.991.943.708.600;1.689.288.623.311.900;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5029196;0;0;0;0;0;0;1;0;2;25;225000.0;5.974.386.879.949.620;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5029198;0;0;1;1;1;0;0;1;3;23;103500.0;3.448.667.666.002.720;30.226.493.357.153.100;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5029199;1;1;1;0;0;0;0;0;2;7;90000.0;5.173.549.080.405.480;4.547.663.538.607.910;Commercial associate;Secondary / secondary special;Married;House / apartment;Laborers;0
5029203;0;0;1;0;1;0;1;0;2;56;180000.0;6.054.881.345.955.080;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5029214;0;0;1;1;1;0;0;0;2;40;126000.0;5.968.637.275.234.940;6.965.235.425.778.760;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5029220;0;1;1;0;0;0;1;0;2;43;108000.0;5.848.443.157.628.150;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5029225;0;1;1;0;1;0;1;0;2;12;144000.0;5.860.763.739.159.590;0.0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;Other;0
5029227;1;0;1;0;1;0;0;0;2;35;180000.0;53.137.299.191.632.900;12.465.690.602.818.600;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5029235;0;0;1;0;0;0;1;0;1;53;81000.0;633.469.544.206.931;0.0;Pensioner;Secondary / secondary special;Separated;House / apartment;Other;1
5029240;0;0;0;0;1;0;1;0;2;9;247500.0;57.329.034.819.332.300;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5029244;0;0;1;0;1;0;0;2;4;38;90000.0;28.904.084.272.777.600;0.29843186376174735;Working;Secondary / secondary special;Married;House / apartment;Laborers;1
5029247;0;0;1;0;0;0;1;0;2;27;135000.0;5.857.478.250.751.210;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5029248;1;1;1;0;0;0;0;0;2;5;135000.0;4.176.950.929.861.660;0.29843186376174735;Commercial associate;Secondary / secondary special;Married;House / apartment;Drivers;0
5029249;1;0;1;1;0;0;0;0;2;31;157500.0;38.393.669.958.999.800;11.718.241.989.910.800;Working;Higher education;Married;House / apartment;Laborers;0
5029256;1;1;1;0;0;0;0;2;4;48;225000.0;3.684.127.668.603.730;27.160.037.509.325.900;Working;Higher education;Married;House / apartment;Drivers;0
5029271;0;0;0;0;0;0;0;0;1;5;112500.0;28.605.652.409.015.900;14.647.802.487.388.500;Working;Secondary / secondary special;Single / not married;House / apartment;Sales staff;0
5029272;1;1;1;1;1;0;0;0;2;38;116653.5;25.380.397.954.783.400;4.547.663.538.607.910;Commercial associate;Secondary / secondary special;Married;House / apartment;Laborers;0
5029275;1;0;1;0;0;0;0;0;2;40;112500.0;4.805.026.797.264.830;7.633.284.735.483.950;Commercial associate;Secondary / secondary special;Married;House / apartment;Security staff;0
5029276;0;0;0;0;0;0;0;0;2;16;220500.0;4.142.453.301.573.610;0.4654441911880463;Working;Secondary / secondary special;Married;House / apartment;Other;0
5029280;0;0;1;0;1;0;1;0;1;37;202500.0;6.462.008.117.894.270;0.0;Pensioner;Secondary / secondary special;Separated;House / apartment;Other;0
5029288;0;0;0;0;0;0;1;0;2;43;265500.0;5.695.667.946.638.190;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5029298;0;1;1;0;0;0;0;1;3;2;247500.0;3.845.664.182.016.050;0.9664811734669432;Working;Incomplete higher;Married;House / apartment;Sales staff;0
5029304;1;1;1;0;0;0;0;2;4;8;157500.0;4.264.290.163.384.600;0.38056907397140255;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5029308;1;1;1;0;1;0;0;2;4;14;180000.0;45.780.543.063.854.800;53.799.872.687.324.100;State servant;Secondary / secondary special;Married;With parents;Laborers;0
5029312;0;0;1;0;0;0;0;0;2;27;157500.0;42.404.703.724.238.000;6.716.085.888.142.800;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5029314;0;0;0;0;0;0;0;0;2;56;225000.0;41.969.376.510.126.800;232.995.886.294.722;State servant;Secondary / secondary special;Married;House / apartment;Core staff;0
5029317;0;0;1;0;0;0;0;0;2;4;135000.0;42.289.711.629.944.400;0.6324565186143453;Working;Secondary / secondary special;Married;House / apartment;Sales staff;1
5029318;0;0;1;0;0;0;1;0;2;22;90000.0;6.042.013.183.022.230;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5029320;0;0;1;0;1;0;1;0;2;56;40500.0;4.984.907.287.623.970;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;1
5029323;0;0;1;0;0;0;1;0;2;27;202500.0;6.482.816.211.147.380;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5029327;1;0;1;0;1;0;1;0;2;26;112500.0;6.182.467.812.480.740;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5029329;0;1;1;1;0;0;0;0;2;36;81000.0;3.611.846.923.619.230;5.716.749.830.592.000;Working;Secondary / secondary special;Married;House / apartment;Other;0
5029331;0;0;0;0;0;0;0;0;1;15;225000.0;3.278.369.850.168.030;38.002.149.257.000.400;Working;Secondary / secondary special;Separated;House / apartment;Sales staff;0
5029338;0;0;1;1;0;0;0;0;2;20;81000.0;5.274.304.058.262.660;0.29843186376174735;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5029342;0;0;1;0;0;0;1;0;2;51;270000.0;55.059.309.910.538.800;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5029345;1;1;1;0;0;0;0;0;2;30;270000.0;2.995.817.847.046.820;1.128.017.686.879.260;Working;Higher education;Married;House / apartment;Drivers;0
5029353;0;1;1;0;0;1;0;0;1;43;270000.0;3.942.312.299.362.750;3.466.190.270.847.450;Commercial associate;Higher education;Single / not married;House / apartment;Sales staff;0
5029357;1;1;1;0;1;0;0;2;4;23;360000.0;36.865.917.849.100.200;2.297.103.978.863.350;Working;Secondary / secondary special;Married;House / apartment;Managers;0
